human_code,cefr,country,sex,genre,language_env
WE_JPN_110,A2_0,JPN,F,Sciences & Technology,EFL
WE_JPN_111,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_112,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_113,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_114,A2_0,JPN,F,Sciences & Technology,EFL
WE_JPN_115,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_116,A2_0,JPN,F,Sciences & Technology,EFL
WE_JPN_117,A2_0,JPN,F,Sciences & Technology,EFL
WE_JPN_118,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_119,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_120,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_121,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_122,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_123,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_124,A2_0,JPN,F,Sciences & Technology,EFL
WE_JPN_125,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_126,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_127,A2_0,JPN,F,Sciences & Technology,EFL
WE_JPN_128,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_129,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_130,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_131,B1_1,JPN,M,Social Sciences,EFL
WE_JPN_132,B1_1,JPN,M,Social Sciences,EFL
WE_JPN_133,A2_0,JPN,M,Social Sciences,EFL
WE_JPN_134,A2_0,JPN,M,Social Sciences,EFL
WE_JPN_135,A2_0,JPN,M,Social Sciences,EFL
WE_JPN_136,A2_0,JPN,M,Social Sciences,EFL
WE_JPN_137,B1_2,JPN,M,Social Sciences,EFL
WE_JPN_138,B1_1,JPN,M,Social Sciences,EFL
WE_JPN_139,B1_1,JPN,M,Social Sciences,EFL
WE_JPN_140,B1_1,JPN,M,Social Sciences,EFL
WE_JPN_141,A2_0,JPN,M,Social Sciences,EFL
WE_JPN_142,B1_1,JPN,M,Social Sciences,EFL
WE_JPN_143,B1_1,JPN,F,Social Sciences,EFL
WE_JPN_144,A2_0,JPN,F,Social Sciences,EFL
WE_JPN_145,A2_0,JPN,M,Social Sciences,EFL
WE_JPN_146,A2_0,JPN,M,Social Sciences,EFL
WE_JPN_147,A2_0,JPN,M,Social Sciences,EFL
WE_JPN_148,A2_0,JPN,M,Social Sciences,EFL
WE_JPN_149,B1_1,JPN,F,Social Sciences,EFL
WE_JPN_150,B1_1,JPN,F,Social Sciences,EFL
WE_JPN_151,A2_0,JPN,M,Social Sciences,EFL
WE_JPN_152,B1_1,JPN,M,Social Sciences,EFL
WE_JPN_153,B1_2,JPN,M,Social Sciences,EFL
WE_JPN_154,B1_1,JPN,M,Social Sciences,EFL
WE_JPN_155,B1_1,JPN,M,Social Sciences,EFL
WE_JPN_156,B1_1,JPN,M,Social Sciences,EFL
WE_JPN_157,B1_1,JPN,M,Social Sciences,EFL
WE_JPN_158,A2_0,JPN,M,Social Sciences,EFL
WE_JPN_159,A2_0,JPN,M,Social Sciences,EFL
WE_JPN_160,B1_1,JPN,M,Social Sciences,EFL
WE_JPN_161,A2_0,JPN,F,Social Sciences,EFL
WE_JPN_162,A2_0,JPN,M,Social Sciences,EFL
WE_JPN_163,A2_0,JPN,F,Social Sciences,EFL
WE_JPN_164,B1_1,JPN,M,Social Sciences,EFL
WE_JPN_165,B1_1,JPN,F,Social Sciences,EFL
WE_JPN_166,B1_1,JPN,F,Social Sciences,EFL
WE_JPN_167,A2_0,JPN,M,Social Sciences,EFL
WE_JPN_168,B1_2,JPN,F,Social Sciences,EFL
WE_JPN_169,B1_2,JPN,M,Social Sciences,EFL
WE_JPN_170,B1_2,JPN,M,Social Sciences,EFL
WE_JPN_171,B1_1,JPN,M,Social Sciences,EFL
WE_JPN_172,B1_1,JPN,F,Social Sciences,EFL
WE_JPN_173,B1_1,JPN,M,Social Sciences,EFL
WE_JPN_174,B1_1,JPN,M,Social Sciences,EFL
WE_JPN_175,B1_1,JPN,F,Social Sciences,EFL
WE_JPN_176,B1_1,JPN,M,Social Sciences,EFL
WE_JPN_177,B1_2,JPN,M,Social Sciences,EFL
WE_JPN_178,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_179,B1_2,JPN,F,Sciences & Technology,EFL
WE_JPN_180,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_181,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_182,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_183,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_184,A2_0,JPN,F,Sciences & Technology,EFL
WE_JPN_185,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_186,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_187,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_188,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_189,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_190,A2_0,JPN,F,Sciences & Technology,EFL
WE_JPN_191,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_192,A2_0,JPN,F,Sciences & Technology,EFL
WE_JPN_193,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_194,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_195,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_196,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_197,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_198,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_199,A2_0,JPN,F,Sciences & Technology,EFL
WE_JPN_200,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_201,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_202,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_203,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_204,A2_0,JPN,F,Sciences & Technology,EFL
WE_JPN_205,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_206,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_207,B1_1,JPN,M,Social Sciences,EFL
WE_JPN_208,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_209,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_210,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_211,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_212,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_213,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_214,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_215,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_216,B1_2,JPN,F,Sciences & Technology,EFL
WE_JPN_217,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_218,B1_2,JPN,M,Sciences & Technology,EFL
WE_JPN_219,B1_2,JPN,M,Sciences & Technology,EFL
WE_JPN_220,B2_0,JPN,F,Sciences & Technology,EFL
WE_JPN_221,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_222,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_223,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_224,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_225,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_226,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_227,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_228,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_229,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_230,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_231,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_232,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_233,A2_0,JPN,F,Sciences & Technology,EFL
WE_JPN_234,A2_0,JPN,F,Sciences & Technology,EFL
WE_JPN_235,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_236,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_237,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_238,A2_0,JPN,F,Sciences & Technology,EFL
WE_JPN_239,A2_0,JPN,F,Sciences & Technology,EFL
WE_JPN_240,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_241,B1_2,JPN,M,Sciences & Technology,EFL
WE_JPN_242,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_243,B1_1,JPN,M,Social Sciences,EFL
WE_JPN_244,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_245,B1_2,JPN,M,Sciences & Technology,EFL
WE_JPN_246,B1_2,JPN,M,Sciences & Technology,EFL
WE_JPN_247,A2_0,JPN,F,Sciences & Technology,EFL
WE_JPN_248,A2_0,JPN,F,Sciences & Technology,EFL
WE_JPN_249,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_250,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_251,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_252,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_253,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_254,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_255,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_256,B1_2,JPN,M,Sciences & Technology,EFL
WE_JPN_257,B1_2,JPN,F,Sciences & Technology,EFL
WE_JPN_258,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_259,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_260,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_261,A2_0,JPN,F,Sciences & Technology,EFL
WE_JPN_262,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_263,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_264,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_265,A2_0,JPN,F,Sciences & Technology,EFL
WE_JPN_266,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_267,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_268,B1_2,JPN,F,Sciences & Technology,EFL
WE_JPN_269,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_270,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_271,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_272,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_273,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_274,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_275,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_276,B1_1,JPN,M,Social Sciences,EFL
WE_JPN_277,A2_0,JPN,M,Social Sciences,EFL
WE_JPN_278,A2_0,JPN,F,Social Sciences,EFL
WE_JPN_279,B1_2,JPN,M,Social Sciences,EFL
WE_JPN_280,B1_2,JPN,M,Social Sciences,EFL
WE_JPN_281,B1_1,JPN,M,Social Sciences,EFL
WE_JPN_282,A2_0,JPN,F,Social Sciences,EFL
WE_JPN_283,B1_1,JPN,M,Social Sciences,EFL
WE_JPN_284,A2_0,JPN,M,Social Sciences,EFL
WE_JPN_285,B1_1,JPN,F,Social Sciences,EFL
WE_JPN_286,B1_1,JPN,M,Social Sciences,EFL
WE_JPN_287,A2_0,JPN,F,Social Sciences,EFL
WE_JPN_288,A2_0,JPN,M,Social Sciences,EFL
WE_JPN_289,A2_0,JPN,M,Social Sciences,EFL
WE_JPN_290,B1_1,JPN,F,Social Sciences,EFL
WE_JPN_291,A2_0,JPN,M,Social Sciences,EFL
WE_JPN_292,A2_0,JPN,F,Social Sciences,EFL
WE_JPN_293,B1_1,JPN,M,Social Sciences,EFL
WE_JPN_294,B1_2,JPN,M,Social Sciences,EFL
WE_JPN_295,B1_1,JPN,M,Social Sciences,EFL
WE_JPN_296,B1_1,JPN,M,Social Sciences,EFL
WE_JPN_297,B2_0,JPN,F,Social Sciences,EFL
WE_JPN_298,B1_2,JPN,F,Social Sciences,EFL
WE_JPN_299,A2_0,JPN,M,Social Sciences,EFL
WE_JPN_300,A2_0,JPN,M,Social Sciences,EFL
WE_JPN_301,A2_0,JPN,M,Social Sciences,EFL
WE_JPN_302,B2_0,JPN,M,Social Sciences,EFL
WE_JPN_303,B1_1,JPN,M,Social Sciences,EFL
WE_JPN_304,A2_0,JPN,M,Social Sciences,EFL
WE_JPN_305,B1_1,JPN,M,Social Sciences,EFL
WE_JPN_306,A2_0,JPN,M,Social Sciences,EFL
WE_JPN_307,A2_0,JPN,M,Social Sciences,EFL
WE_JPN_308,B1_2,JPN,M,Social Sciences,EFL
WE_JPN_309,B1_2,JPN,F,Social Sciences,EFL
WE_JPN_310,A2_0,JPN,F,Social Sciences,EFL
WE_JPN_311,A2_0,JPN,F,Social Sciences,EFL
WE_JPN_312,A2_0,JPN,M,Social Sciences,EFL
WE_JPN_313,A2_0,JPN,F,Social Sciences,EFL
WE_JPN_314,B1_1,JPN,M,Social Sciences,EFL
WE_JPN_315,B1_1,JPN,M,Social Sciences,EFL
WE_JPN_316,B1_2,JPN,M,Social Sciences,EFL
WE_JPN_317,B1_1,JPN,F,Social Sciences,EFL
WE_JPN_318,B1_1,JPN,M,Social Sciences,EFL
WE_JPN_319,A2_0,JPN,M,Social Sciences,EFL
WE_JPN_320,B1_1,JPN,F,Social Sciences,EFL
WE_JPN_321,B1_1,JPN,M,Social Sciences,EFL
WE_JPN_322,B1_1,JPN,M,Social Sciences,EFL
WE_JPN_323,B1_1,JPN,M,Social Sciences,EFL
WE_JPN_324,B1_1,JPN,M,Social Sciences,EFL
WE_JPN_325,B1_2,JPN,M,Social Sciences,EFL
WE_JPN_326,B1_1,JPN,F,Social Sciences,EFL
WE_JPN_327,A2_0,JPN,M,Social Sciences,EFL
WE_JPN_328,B1_1,JPN,M,Social Sciences,EFL
WE_JPN_329,B1_1,JPN,M,Social Sciences,EFL
WE_JPN_330,B1_2,JPN,M,Social Sciences,EFL
WE_JPN_331,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_332,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_333,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_334,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_335,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_336,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_337,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_338,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_339,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_340,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_341,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_342,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_343,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_344,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_345,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_346,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_347,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_348,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_349,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_350,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_351,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_352,B1_2,JPN,M,Sciences & Technology,EFL
WE_JPN_353,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_354,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_355,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_356,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_357,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_358,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_359,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_360,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_361,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_362,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_363,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_364,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_365,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_366,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_367,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_368,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_369,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_370,A2_0,JPN,F,Social Sciences,EFL
WE_JPN_371,B1_1,JPN,M,Social Sciences,EFL
WE_JPN_372,B1_1,JPN,F,Social Sciences,EFL
WE_JPN_373,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_374,B1_1,JPN,F,Humanities,EFL
WE_JPN_375,B2_0,JPN,F,Humanities,EFL
WE_JPN_376,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_377,B1_1,JPN,F,Sciences & Technology,EFL
WE_JPN_378,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_379,A2_0,JPN,F,Sciences & Technology,EFL
WE_JPN_380,B1_2,JPN,F,Sciences & Technology,EFL
WE_JPN_381,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_382,B1_2,JPN,M,Sciences & Technology,EFL
WE_JPN_383,B1_2,JPN,F,Sciences & Technology,EFL
WE_JPN_384,B1_2,JPN,M,Sciences & Technology,EFL
WE_JPN_385,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_386,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_387,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_388,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_389,B1_2,JPN,F,Sciences & Technology,EFL
WE_JPN_390,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_391,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_392,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_393,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_394,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_395,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_396,A2_0,JPN,M,Sciences & Technology,EFL
WE_JPN_397,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_398,A2_0,JPN,F,Sciences & Technology,EFL
WE_JPN_399,B1_1,JPN,M,Sciences & Technology,EFL
WE_JPN_400,A2_0,JPN,F,Sciences & Technology,EFL
WE_KOR_001,A2_0,KOR,F,Sciences & Technology,EFL
WE_KOR_002,B1_2,KOR,M,Social Sciences,EFL
WE_KOR_003,B1_1,KOR,F,Sciences & Technology,EFL
WE_KOR_004,B2_0,KOR,F,Sciences & Technology,EFL
WE_KOR_005,A2_0,KOR,M,Social Sciences,EFL
WE_KOR_006,A2_0,KOR,F,Sciences & Technology,EFL
WE_KOR_007,A2_0,KOR,M,Social Sciences,EFL
WE_KOR_008,B1_1,KOR,M,Sciences & Technology,EFL
WE_KOR_009,B1_1,KOR,F,Sciences & Technology,EFL
WE_KOR_010,B1_2,KOR,M,Sciences & Technology,EFL
WE_KOR_011,B1_2,KOR,M,Sciences & Technology,EFL
WE_KOR_012,B1_2,KOR,M,Sciences & Technology,EFL
WE_KOR_013,B2_0,KOR,M,Social Sciences,EFL
WE_KOR_014,B1_1,KOR,F,Sciences & Technology,EFL
WE_KOR_015,B1_1,KOR,F,Sciences & Technology,EFL
WE_KOR_016,B1_1,KOR,M,Sciences & Technology,EFL
WE_KOR_017,B1_1,KOR,M,Sciences & Technology,EFL
WE_KOR_018,A2_0,KOR,M,Social Sciences,EFL
WE_KOR_019,B1_1,KOR,M,Social Sciences,EFL
WE_KOR_020,B2_0,KOR,M,Sciences & Technology,EFL
WE_KOR_021,A2_0,KOR,M,Sciences & Technology,EFL
WE_KOR_022,B1_1,KOR,F,Sciences & Technology,EFL
WE_KOR_023,B1_1,KOR,F,Sciences & Technology,EFL
WE_KOR_024,B1_2,KOR,M,Social Sciences,EFL
WE_KOR_025,B1_1,KOR,F,Social Sciences,EFL
WE_KOR_026,A2_0,KOR,M,Sciences & Technology,EFL
WE_KOR_027,B1_1,KOR,M,Sciences & Technology,EFL
WE_KOR_028,A2_0,KOR,F,Social Sciences,EFL
WE_KOR_029,B1_1,KOR,F,Sciences & Technology,EFL
WE_KOR_030,B1_2,KOR,F,Sciences & Technology,EFL
WE_KOR_031,A2_0,KOR,F,Humanities,EFL
WE_KOR_032,B1_2,KOR,M,Humanities,EFL
WE_KOR_033,B1_1,KOR,F,Humanities,EFL
WE_KOR_034,B1_1,KOR,M,Social Sciences,EFL
WE_KOR_035,B1_2,KOR,F,Humanities,EFL
WE_KOR_036,B1_1,KOR,M,Social Sciences,EFL
WE_KOR_037,B1_2,KOR,M,Humanities,EFL
WE_KOR_038,A2_0,KOR,M,Social Sciences,EFL
WE_KOR_039,B1_1,KOR,F,Humanities,EFL
WE_KOR_040,B1_2,KOR,M,Humanities,EFL
WE_KOR_041,B1_1,KOR,M,Humanities,EFL
WE_KOR_042,B1_1,KOR,M,Humanities,EFL
WE_KOR_043,A2_0,KOR,F,Humanities,EFL
WE_KOR_044,B1_2,KOR,F,Humanities,EFL
WE_KOR_045,A2_0,KOR,M,Humanities,EFL
WE_KOR_046,A2_0,KOR,F,Humanities,EFL
WE_KOR_047,B1_1,KOR,F,Humanities,EFL
WE_KOR_048,A2_0,KOR,F,Social Sciences,EFL
WE_KOR_049,B1_1,KOR,F,Humanities,EFL
WE_KOR_050,A2_0,KOR,F,Humanities,EFL
WE_KOR_051,B1_2,KOR,F,Social Sciences,EFL
WE_KOR_052,B1_2,KOR,M,Humanities,EFL
WE_KOR_053,A2_0,KOR,F,Humanities,EFL
WE_KOR_054,B1_2,KOR,F,Social Sciences,EFL
WE_KOR_055,B1_1,KOR,F,Social Sciences,EFL
WE_KOR_056,B2_0,KOR,F,Humanities,EFL
WE_KOR_057,B2_0,KOR,M,Social Sciences,EFL
WE_KOR_058,A2_0,KOR,F,Humanities,EFL
WE_KOR_059,B1_1,KOR,M,Social Sciences,EFL
WE_KOR_060,A2_0,KOR,M,Social Sciences,EFL
WE_KOR_061,A2_0,KOR,F,Humanities,EFL
WE_KOR_062,A2_0,KOR,F,Social Sciences,EFL
WE_KOR_063,A2_0,KOR,F,Social Sciences,EFL
WE_KOR_064,A2_0,KOR,F,Humanities,EFL
WE_KOR_065,A2_0,KOR,F,Humanities,EFL
WE_KOR_066,B1_2,KOR,F,Humanities,EFL
WE_KOR_067,B1_1,KOR,F,Humanities,EFL
WE_KOR_068,A2_0,KOR,M,Social Sciences,EFL
WE_KOR_069,B1_1,KOR,M,Social Sciences,EFL
WE_KOR_070,B1_2,KOR,F,Humanities,EFL
WE_KOR_071,A2_0,KOR,F,Social Sciences,EFL
WE_KOR_072,B1_1,KOR,M,Social Sciences,EFL
WE_KOR_073,B1_1,KOR,F,Humanities,EFL
WE_KOR_074,A2_0,KOR,F,Humanities,EFL
WE_KOR_075,B2_0,KOR,M,Humanities,EFL
WE_KOR_076,B1_2,KOR,M,Humanities,EFL
WE_KOR_077,B1_1,KOR,F,Humanities,EFL
WE_KOR_078,B1_1,KOR,M,Humanities,EFL
WE_KOR_079,B2_0,KOR,M,Social Sciences,EFL
WE_KOR_080,B1_2,KOR,M,Humanities,EFL
WE_KOR_081,A2_0,KOR,F,Social Sciences,EFL
WE_KOR_082,A2_0,KOR,M,Social Sciences,EFL
WE_KOR_083,B1_1,KOR,F,Humanities,EFL
WE_KOR_084,B1_2,KOR,M,Humanities,EFL
WE_KOR_085,B1_2,KOR,M,Humanities,EFL
WE_KOR_086,B1_2,KOR,F,Humanities,EFL
WE_KOR_087,B1_2,KOR,F,Humanities,EFL
WE_KOR_088,A2_0,KOR,F,Social Sciences,EFL
WE_KOR_089,A2_0,KOR,M,Humanities,EFL
WE_KOR_090,B1_1,KOR,M,Humanities,EFL
WE_KOR_091,A2_0,KOR,F,Social Sciences,EFL
WE_KOR_092,B1_1,KOR,F,Social Sciences,EFL
WE_KOR_093,B1_1,KOR,F,Humanities,EFL
WE_KOR_094,B1_1,KOR,F,Humanities,EFL
WE_KOR_095,B2_0,KOR,M,Social Sciences,EFL
WE_KOR_096,B1_2,KOR,F,Humanities,EFL
WE_KOR_097,A2_0,KOR,F,Social Sciences,EFL
WE_KOR_098,B1_2,KOR,F,Humanities,EFL
WE_KOR_099,A2_0,KOR,M,Social Sciences,EFL
WE_KOR_100,B1_1,KOR,M,Humanities,EFL
WE_KOR_101,B1_2,KOR,F,Humanities,EFL
WE_KOR_102,A2_0,KOR,M,Social Sciences,EFL
WE_KOR_103,B1_2,KOR,F,Humanities,EFL
WE_KOR_104,B1_2,KOR,F,Humanities,EFL
WE_KOR_105,A2_0,KOR,F,Social Sciences,EFL
WE_KOR_106,A2_0,KOR,M,Humanities,EFL
WE_KOR_107,B1_2,KOR,M,Social Sciences,EFL
WE_KOR_108,A2_0,KOR,F,Social Sciences,EFL
WE_KOR_109,A2_0,KOR,F,Social Sciences,EFL
WE_KOR_110,A2_0,KOR,F,Social Sciences,EFL
WE_KOR_111,A2_0,KOR,F,Humanities,EFL
WE_KOR_112,A2_0,KOR,F,Social Sciences,EFL
WE_KOR_113,A2_0,KOR,M,Humanities,EFL
WE_KOR_114,B2_0,KOR,F,Humanities,EFL
WE_KOR_115,B1_1,KOR,M,Humanities,EFL
WE_KOR_116,B2_0,KOR,M,Humanities,EFL
WE_KOR_117,B1_2,KOR,F,Social Sciences,EFL
WE_KOR_118,B1_1,KOR,M,Humanities,EFL
WE_KOR_119,A2_0,KOR,M,Social Sciences,EFL
WE_KOR_120,A2_0,KOR,F,Humanities,EFL
WE_KOR_121,B1_1,KOR,F,Humanities,EFL
WE_KOR_122,A2_0,KOR,M,Social Sciences,EFL
WE_KOR_123,B1_2,KOR,F,Humanities,EFL
WE_KOR_124,B1_2,KOR,M,Humanities,EFL
WE_KOR_125,B1_2,KOR,F,Humanities,EFL
WE_KOR_126,A2_0,KOR,M,Humanities,EFL
WE_KOR_127,B2_0,KOR,M,Social Sciences,EFL
WE_KOR_128,B2_0,KOR,M,Social Sciences,EFL
WE_KOR_129,B1_2,KOR,F,Humanities,EFL
WE_KOR_130,B1_2,KOR,F,Humanities,EFL
WE_KOR_131,B1_1,KOR,F,Humanities,EFL
WE_KOR_132,B1_1,KOR,F,Humanities,EFL
WE_KOR_133,B1_1,KOR,M,Social Sciences,EFL
WE_KOR_134,B1_2,KOR,F,Humanities,EFL
WE_KOR_135,A2_0,KOR,F,Humanities,EFL
WE_KOR_136,B1_1,KOR,M,Social Sciences,EFL
WE_KOR_137,A2_0,KOR,F,Social Sciences,EFL
WE_KOR_138,B2_0,KOR,M,Humanities,EFL
WE_KOR_139,B1_2,KOR,F,Humanities,EFL
WE_KOR_140,B1_1,KOR,F,Humanities,EFL
WE_KOR_141,B1_2,KOR,F,Humanities,EFL
WE_KOR_142,B1_2,KOR,M,Humanities,EFL
WE_KOR_143,B1_2,KOR,F,Social Sciences,EFL
WE_KOR_144,A2_0,KOR,F,Social Sciences,EFL
WE_KOR_145,A2_0,KOR,F,Social Sciences,EFL
WE_KOR_146,B1_2,KOR,M,Social Sciences,EFL
WE_KOR_147,A2_0,KOR,M,Humanities,EFL
WE_KOR_148,A2_0,KOR,F,Social Sciences,EFL
WE_KOR_149,A2_0,KOR,F,Humanities,EFL
WE_KOR_150,B1_1,KOR,F,Humanities,EFL
WE_KOR_151,B2_0,KOR,F,Humanities,EFL
